Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2405,139,13,295,164,295,239,236,124,1828,Cache,C2717,3
3126,69,13,95,13,3861,233,214,110,3081,Rawah,C7745,0
2931,193,17,679,297,979,216,251,164,1681,Commanche,C7756,1
2102,292,21,218,97,277,158,231,212,679,Cache,C2702,2
2727,174,30,175,61,1978,222,239,126,2282,Commanche,C4703,2
2607,133,8,0,0,618,234,236,134,1548,Rawah,C7102,1
2730,92,17,120,27,2207,244,211,90,702,Commanche,C2705,1
2848,59,21,470,135,2577,231,190,83,283,Commanche,C4703,0
3291,108,11,402,125,1595,239,227,118,1570,Rawah,C8772,1
3005,285,18,454,173,459,166,237,209,1127,Rawah,C7746,1
3119,90,5,331,4,4427,227,232,139,1666,Rawah,C7201,0
3268,26,14,604,192,765,213,208,129,858,Rawah,C7201,0
2988,131,20,234,18,1429,248,225,96,2094,Commanche,C7101,1
3230,332,17,42,11,1590,178,216,177,589,Rawah,C8771,0
2390,144,14,277,63,335,239,236,123,797,Commanche,C2704,2
3084,264,13,268,52,3188,188,246,197,661,Commanche,C7756,1
2795,51,15,153,22,1952,226,206,109,2907,Rawah,C7745,1
2942,237,16,153,59,6092,191,252,196,4924,Rawah,C7746,1
3179,340,12,192,43,1262,193,221,167,553,Commanche,C7700,0
2884,75,25,90,-18,446,241,184,59,2372,Rawah,C7746,1
3387,287,13,900,151,1087,183,239,196,2081,Commanche,C7756,0
3329,339,6,42,6,2081,207,232,163,1034,Commanche,C8772,6
2941,135,3,0,0,1482,224,238,149,2363,Commanche,C7102,0
2792,22,14,90,9,1077,210,208,132,3113,Commanche,C7700,0
3244,294,22,391,163,4258,154,229,213,1170,Rawah,C7745,1
2709,316,16,360,42,914,177,225,188,1891,Commanche,C4758,1
3063,102,6,67,-4,1211,230,233,137,3194,Commanche,C7202,0
2411,114,26,170,68,330,254,203,59,830,Commanche,C2705,2
2569,96,27,90,56,1231,251,190,49,450,Commanche,C2705,2
3109,29,15,693,55,3674,214,207,125,2812,Rawah,C7745,1
2662,51,22,201,18,1741,224,186,85,2130,Commanche,C7700,1
2856,119,11,272,55,2120,239,230,120,2737,Rawah,C7745,1
3169,211,11,242,4,2831,211,251,175,842,Commanche,C7756,1
3286,60,10,591,89,3800,228,219,123,3842,Rawah,C8771,0
3165,317,20,258,94,4351,162,218,194,1132,Rawah,C7201,0
2869,270,14,228,61,1634,182,244,201,850,Commanche,C4758,1
1994,57,14,85,15,306,229,210,111,450,Cache,C2717,2
2931,18,18,418,129,1273,204,201,129,2707,Commanche,C7756,1
2952,13,11,283,39,4736,210,218,145,4056,Rawah,C7202,0
2991,107,13,134,19,5123,242,223,108,6156,Rawah,C4744,1
2920,126,2,108,10,1082,223,237,151,2289,Rawah,C7202,1
2863,152,9,277,21,2304,232,240,139,2155,Commanche,C7702,1
2314,317,23,60,34,600,152,213,197,624,Cache,C4703,2
3300,212,4,745,62,732,216,244,165,1201,Neota,C7202,0
2636,109,22,42,7,2012,251,208,72,4690,Rawah,C7746,1
3298,96,18,0,0,1818,246,210,86,849,Commanche,C8772,6
2690,35,6,0,0,2751,219,227,144,2123,Rawah,C6101,4
2923,259,32,420,289,1592,128,238,238,1536,Commanche,C7757,1
3027,174,7,642,113,2052,224,244,153,2759,Commanche,C7756,1
3125,54,10,277,52,5101,226,218,124,492,Rawah,C7745,0
2591,144,4,124,43,1441,226,239,147,4715,Rawah,C6731,1
2965,59,13,474,6,3345,230,211,112,5918,Rawah,C7102,0
2742,188,27,175,99,2341,210,247,153,674,Commanche,C2705,1
3177,107,10,779,168,2379,237,228,121,2942,Commanche,C7755,0
3222,24,11,768,77,2641,214,215,136,3268,Commanche,C7755,0
3076,260,18,134,34,2977,174,247,210,1578,Commanche,C7700,0
2927,80,5,402,24,3483,227,230,137,4526,Rawah,C4744,1
3084,50,13,60,-10,2619,225,212,119,1260,Commanche,C7201,0
2507,125,8,134,39,1006,234,235,133,832,Commanche,C2703,2
2943,0,12,300,30,3824,203,218,152,4484,Rawah,C7202,1
2598,345,11,458,37,595,198,222,163,785,Commanche,C4704,2
3297,39,6,30,-4,4643,220,227,142,3957,Commanche,C7202,0
3201,39,10,743,67,2507,221,219,132,3245,Commanche,C7755,0
3036,129,29,30,-1,933,252,208,62,1532,Commanche,C7757,1
2818,359,11,524,88,30,203,220,154,1075,Commanche,C4704,1
2815,139,9,242,24,2554,235,237,133,2568,Rawah,C4744,1
2943,327,10,30,-6,4869,197,229,172,4155,Rawah,C7745,0
3271,77,14,120,38,4489,237,212,103,1172,Rawah,C7745,0
2542,72,9,0,0,558,231,223,125,2115,Rawah,C7102,1
2903,50,4,30,-1,3501,221,231,146,2356,Rawah,C7202,1
2626,85,21,67,10,2164,245,200,76,2632,Commanche,C7700,5
3120,75,21,85,-12,859,240,195,75,1284,Rawah,C7745,0
3008,345,8,255,48,2239,204,227,162,582,Rawah,C7746,1
2669,211,25,270,-50,488,190,254,187,782,Commanche,C2704,1
2589,7,22,313,71,1040,187,190,134,1734,Commanche,C7757,1
2919,52,26,295,99,685,223,176,71,624,Commanche,C7757,1
2708,236,17,180,13,1374,189,252,199,1213,Commanche,C7757,1
2783,10,20,210,59,1214,194,196,134,2191,Commanche,C7757,1
3271,10,11,702,45,1972,209,219,147,658,Commanche,C7755,0
3191,108,13,443,43,5715,241,225,111,1674,Rawah,C7745,0
3139,261,18,351,74,5826,173,246,211,2173,Rawah,C7746,1
3014,297,3,792,118,5865,210,238,166,6377,Rawah,C7745,1
2860,176,12,182,23,4595,226,246,152,4712,Rawah,C7746,1
3229,353,20,384,63,759,181,200,154,1880,Neota,C7757,0
2817,58,9,108,3,1282,227,221,127,2568,Rawah,C7745,0
2744,207,25,218,8,1040,195,253,182,666,Commanche,C2704,1
2922,108,9,85,15,3225,236,230,125,2420,Rawah,C7745,1
2925,244,11,60,16,2448,197,249,189,201,Commanche,C7757,1
2517,40,12,108,16,256,221,214,126,3007,Rawah,C7745,1
3259,216,11,60,12,1414,209,250,176,1129,Commanche,C7103,0
3001,202,4,108,24,3300,218,244,162,1215,Commanche,C7756,1
2701,106,11,108,14,1273,239,227,117,685,Commanche,C4704,1
2830,94,4,0,0,2488,225,234,144,2281,Rawah,C7202,1
3024,120,13,470,85,470,241,229,115,1954,Commanche,C7757,1
2951,339,22,659,74,674,167,202,171,1158,Commanche,C7700,0
2971,57,19,0,0,277,230,197,94,1383,Commanche,C7757,1
2935,135,13,30,-6,2713,240,234,120,1532,Commanche,C7709,0
3222,10,16,553,77,1282,200,205,139,1687,Commanche,C7700,0
2529,326,5,30,14,1062,207,234,166,5047,Rawah,C6101,1
2610,259,1,120,-1,607,216,239,161,6096,Rawah,C7745,4
2650,72,5,30,1,60,226,230,138,834,Commanche,C6102,1
2712,107,11,124,21,1546,238,227,119,1482,Rawah,C4744,0
2873,299,15,150,20,2706,175,233,197,2382,Rawah,C7745,1
2855,110,25,150,32,671,253,202,61,1298,Commanche,C4758,4
3127,168,18,247,56,134,231,244,137,937,Commanche,C7756,1
2838,356,25,67,13,85,172,187,146,1054,Rawah,C7746,0
2397,271,26,268,117,547,144,238,228,1784,Cache,C2705,2
2925,27,20,457,112,2751,206,191,114,1598,Commanche,C7757,1
2717,70,18,218,43,242,237,203,91,2358,Rawah,C7745,4
2576,137,10,67,17,1052,236,236,131,1668,Commanche,C2703,1
2363,59,22,108,24,875,230,187,78,992,Cache,C4703,5
2785,321,12,150,18,1565,189,228,179,1518,Commanche,C4703,0
3018,0,12,376,0,3776,202,217,152,2571,Rawah,C7202,1
3196,327,11,95,17,4492,193,228,174,1663,Rawah,C7202,0
3132,139,5,0,0,376,227,238,145,2681,Neota,C7101,0
2786,109,19,42,12,4027,249,215,86,858,Rawah,C7201,1
3158,90,2,0,0,920,222,236,150,2274,Neota,C7202,0
3027,73,12,335,36,5523,234,217,113,5087,Rawah,C7745,0
2948,359,12,108,24,1279,201,217,153,2368,Commanche,C7757,1
3234,169,21,481,-96,408,230,243,134,3282,Neota,C7202,1
2787,16,19,283,37,955,201,198,130,755,Commanche,C7755,1
2248,314,28,240,175,684,136,206,205,942,Cache,C4703,5
3247,259,14,376,28,942,185,247,200,2311,Commanche,C7756,1
3241,246,11,350,22,930,197,249,189,2310,Commanche,C7756,1
3034,227,9,780,167,5919,208,248,177,3734,Rawah,C7102,1
3368,72,3,488,46,1170,223,233,146,2423,Commanche,C7756,6
3236,285,19,175,29,1492,163,236,211,2618,Commanche,C7757,0
3227,191,5,67,2,1994,220,244,160,124,Commanche,C8703,6
2925,111,21,127,31,781,250,213,81,2717,Rawah,C7201,0
2972,351,12,242,47,1932,198,219,159,780,Commanche,C7755,1
2943,23,2,30,3,1798,218,235,154,300,Commanche,C7756,1
2697,145,31,85,43,2175,245,218,78,2621,Rawah,C7746,1
2975,260,8,391,66,6071,200,245,183,5262,Rawah,C7745,1
2652,70,22,417,63,1436,238,191,74,4152,Rawah,C7745,1
3075,20,11,67,7,1559,212,217,140,2316,Rawah,C7745,1
2896,102,9,201,15,2077,236,228,123,2868,Commanche,C7702,1
3196,185,22,942,-73,4221,218,249,153,1570,Commanche,C7757,1
3172,73,8,433,56,2054,230,225,128,2960,Commanche,C7700,0
3113,330,14,350,5,2385,186,222,175,2312,Commanche,C7756,1
3067,147,10,331,68,5305,233,239,137,3354,Rawah,C7745,1
2317,39,29,175,101,638,207,163,74,960,Cache,C4703,5
2953,123,20,85,3,4859,250,220,88,4221,Rawah,C7745,1
3326,212,13,691,99,4147,208,252,177,2010,Rawah,C7202,6
3067,270,1,564,63,5909,215,239,161,4164,Rawah,C7745,1
2406,45,17,430,224,1061,222,201,107,1129,Cache,C2717,2
3053,145,18,234,42,1706,242,234,115,2280,Commanche,C7757,0
2981,272,11,330,66,2890,191,243,191,1521,Commanche,C7755,1
3269,14,11,0,0,1528,210,217,144,765,Rawah,C8771,0
3206,174,10,150,0,847,226,245,152,2377,Commanche,C7202,1
3028,350,5,0,0,3058,210,231,159,451,Rawah,C7202,0
3112,97,17,30,-10,2821,245,213,91,3466,Rawah,C7201,0
2582,77,9,95,4,930,232,224,125,1473,Commanche,C4704,5
3019,135,11,67,47,5016,237,235,127,3960,Rawah,C7745,0
3118,48,15,201,10,1798,224,206,113,806,Commanche,C7755,0
3271,234,26,417,80,2760,166,252,213,942,Rawah,C8772,0
3069,318,21,108,38,3034,160,216,194,2659,Commanche,C7700,0
2965,342,4,150,17,5435,212,234,160,2244,Rawah,C7202,0
2915,138,19,201,69,2148,245,230,104,1426,Commanche,C4758,1
3036,88,5,0,0,1476,228,231,137,2828,Rawah,C7202,0
2190,78,27,108,48,1396,242,178,48,285,Cache,C2704,2
3228,43,12,95,13,1727,222,213,123,2424,Rawah,C8772,0
2946,151,15,124,25,1476,238,239,127,892,Rawah,C7745,1
3291,320,19,108,35,3116,169,219,189,2486,Commanche,C7700,0
3312,139,4,0,0,1697,227,238,146,3223,Rawah,C8771,0
3402,182,9,361,62,1836,223,246,156,2214,Commanche,C7756,0
2891,119,13,85,21,1560,242,228,112,2200,Commanche,C7755,1
2640,277,8,95,-6,630,198,242,183,1637,Rawah,C4744,1
2922,61,12,30,3,4732,230,214,115,6223,Rawah,C7102,1
3360,90,9,646,121,3065,233,227,125,2550,Commanche,C7756,0
3029,21,19,781,264,1772,204,195,122,2207,Commanche,C7757,0
3021,338,3,417,45,5334,214,235,160,1237,Rawah,C7745,1
2757,126,19,30,6,2195,248,223,95,830,Commanche,C4758,1
2862,228,28,175,46,1230,168,252,209,95,Commanche,C4758,1
2880,311,5,0,0,1710,207,236,168,1515,Commanche,C7202,4
2959,27,12,124,0,3502,215,214,134,1154,Rawah,C7745,1
2638,13,13,242,-8,361,207,212,141,1337,Rawah,C4744,1
2608,94,7,30,-3,2112,231,230,132,2249,Commanche,C4704,2
3034,51,21,558,125,4428,225,191,90,4227,Rawah,C7745,0
3204,328,15,376,69,595,183,222,178,1716,Neota,C7201,0
2999,325,6,351,43,1332,206,234,167,1521,Commanche,C7755,1
2984,348,6,324,82,960,209,231,160,930,Commanche,C7755,1
2866,221,14,153,56,1554,202,253,184,743,Commanche,C4758,1
3109,88,22,297,65,4115,246,199,71,2736,Rawah,C7746,1
3230,8,8,576,83,2457,211,223,150,408,Commanche,C7756,0
2259,334,15,30,3,874,185,219,173,450,Cache,C4703,2
3135,18,1,162,0,2758,218,236,156,993,Rawah,C7202,1
3046,40,13,95,8,1249,221,212,124,2971,Commanche,C7201,0
3196,344,19,524,57,3118,178,206,165,2918,Commanche,C7700,1
3235,3,19,426,98,1155,190,199,143,5160,Neota,C7700,0
2909,81,16,90,23,5881,240,210,96,4716,Rawah,C7746,1
3036,324,10,175,-1,2368,195,229,174,841,Commanche,C7201,0
2623,114,17,180,-7,834,247,220,96,1776,Rawah,C7745,1
3257,25,10,661,72,3946,215,219,140,3684,Rawah,C7202,0
2891,136,20,67,5,4826,247,227,100,216,Rawah,C7746,1
2278,163,19,90,26,361,234,241,129,457,Cache,C2705,2
3172,339,21,474,163,2571,172,206,170,2638,Commanche,C7757,0
2565,178,32,42,16,2580,215,239,132,900,Commanche,C2705,2
2875,328,14,108,26,2710,185,222,177,2624,Rawah,C7745,1
2622,222,18,150,53,1329,194,254,192,1406,Commanche,C2704,2
3264,348,12,875,116,6258,197,220,161,1565,Rawah,C7745,0
2918,294,11,319,28,1294,188,237,189,1761,Rawah,C7745,0
3093,114,16,743,224,2047,246,222,99,2898,Commanche,C7757,0
3148,114,14,192,55,5224,244,225,107,162,Rawah,C7745,1
3027,130,8,190,0,872,234,236,133,1061,Commanche,C7756,0
3481,6,13,594,221,1243,203,214,147,1710,Neota,C8776,6
3103,41,20,459,135,1608,218,193,102,3494,Commanche,C7757,0
2642,12,21,421,115,759,194,193,130,633,Commanche,C7757,1
3188,249,10,268,38,5822,199,247,187,2320,Rawah,C7201,1
2841,79,10,124,21,2207,233,223,121,2896,Rawah,C7746,1
3314,279,5,450,81,3152,207,240,172,2160,Rawah,C7745,0
2734,320,4,297,29,2125,209,236,165,6134,Rawah,C4744,1
2662,199,25,85,38,1984,203,252,170,1994,Commanche,C2705,2
3140,31,13,162,11,1931,216,212,129,2982,Rawah,C7745,1
3018,252,20,242,97,2774,173,249,212,2391,Commanche,C7755,1
3130,90,12,443,51,5023,238,221,112,930,Rawah,C7745,1
2503,32,12,182,12,124,217,214,131,2919,Rawah,C7745,1
3324,167,16,497,118,1489,232,244,138,1850,Commanche,C7757,0
3167,345,21,268,36,2583,173,202,163,2772,Rawah,C7745,0
2942,132,21,285,46,5360,248,225,95,4549,Rawah,C7746,1
3088,119,22,127,25,859,251,214,79,402,Commanche,C7757,1
3377,25,25,180,53,2405,199,178,105,1269,Commanche,C8772,6
3828,350,11,870,382,4927,201,222,160,2992,Commanche,C8776,6
2367,289,19,108,23,1006,163,234,210,1539,Cache,C4703,5
3034,145,4,384,116,2922,225,239,149,1852,Commanche,C7202,0
3158,227,11,324,26,2650,205,250,181,631,Commanche,C7756,1
2820,344,20,42,4,1302,177,206,165,1747,Commanche,C7700,0
3325,122,25,446,149,1742,252,212,72,2910,Rawah,C8772,0
2764,6,2,400,6,2497,216,234,155,5881,Rawah,C4744,1
2753,33,10,124,20,2793,218,219,136,5351,Rawah,C4744,1
3166,294,21,300,106,1535,156,230,212,2315,Commanche,C7757,1
2866,8,24,309,135,990,184,183,129,1165,Commanche,C7757,0
2614,241,11,210,45,1343,199,249,187,1387,Commanche,C4704,1
2945,305,13,323,30,2850,184,233,189,1536,Commanche,C7755,1
2555,137,12,30,4,1050,239,235,124,458,Rawah,C7746,1
2872,325,10,30,-1,1680,196,230,173,2274,Commanche,C7202,0
2593,14,18,306,104,1986,201,200,133,700,Commanche,C4703,5
2707,178,16,90,-12,1620,226,248,149,1261,Commanche,C2705,1
3250,188,21,323,137,1052,217,250,158,1907,Rawah,C7746,0
3203,31,7,30,4,969,218,225,143,1154,Neota,C8776,0
3013,300,12,582,-55,1704,187,235,188,2107,Commanche,C7755,1
3079,167,23,270,-11,3104,232,241,128,872,Commanche,C4758,1
2557,91,12,30,6,2284,238,222,113,2384,Commanche,C4704,0
3039,86,6,134,5,4291,229,230,134,2574,Rawah,C7745,1
2619,215,34,85,53,2012,166,248,196,424,Commanche,C2705,2
2704,357,17,255,75,2534,192,208,152,1355,Commanche,C4703,1
2815,53,5,42,4,1298,223,229,142,3006,Commanche,C7202,0
2772,16,3,240,38,1482,217,232,153,1794,Rawah,C4744,1
3240,279,14,150,45,4926,180,241,200,1348,Rawah,C7745,1
2861,304,17,108,15,3089,172,229,197,2315,Rawah,C7745,1
2314,317,20,319,118,691,162,218,194,510,Cache,C2717,2
3128,98,14,180,37,5132,242,219,103,1510,Rawah,C7745,0
3095,94,15,331,-87,1652,242,216,99,1300,Rawah,C7745,0
3021,121,4,192,23,6062,227,236,144,3466,Rawah,C7745,1
2771,48,7,170,15,2947,223,225,137,5304,Rawah,C4744,1
3052,305,17,418,113,1542,171,229,197,3221,Rawah,C7201,0
3426,48,6,470,97,1230,223,227,140,3901,Neota,C8703,0
3099,281,4,30,2,5452,209,240,169,3030,Rawah,C7202,1
3123,3,20,488,40,3349,188,197,143,3072,Rawah,C7745,0
2639,162,3,418,111,890,222,240,153,979,Commanche,C2703,2
3022,35,12,400,55,492,219,214,129,516,Commanche,C7755,1
2830,232,33,342,35,2145,148,247,219,1570,Commanche,C4758,1
3156,263,11,636,9,2892,192,246,193,256,Commanche,C7756,0
3256,66,8,67,4,6287,228,225,131,175,Rawah,C7201,0
2901,128,22,42,13,2724,250,221,88,1827,Commanche,C7709,0
2310,311,24,108,-2,552,147,214,204,458,Cache,C4703,2
3070,185,23,127,23,5292,217,249,152,1621,Rawah,C7745,0
3011,225,12,457,92,5626,204,251,183,3055,Rawah,C7745,1
3165,15,7,309,30,3019,214,226,149,1040,Rawah,C7745,1
3027,221,14,120,15,2268,202,253,184,1762,Commanche,C7202,1
3177,28,15,272,48,2170,213,207,127,2737,Commanche,C7700,0
2881,41,9,0,0,1758,221,221,134,1126,Rawah,C7102,0
3570,109,25,888,351,2656,253,202,61,969,Rawah,C8776,0
3250,173,23,552,159,417,227,244,136,3178,Neota,C7701,0
2421,259,28,85,36,1209,141,242,232,853,Cache,C4703,5
3093,132,7,0,0,5226,232,236,136,180,Rawah,C7101,0
3109,127,7,418,68,646,233,235,135,1637,Commanche,C7757,1
2816,67,9,342,18,571,229,222,125,362,Rawah,C7745,1
3119,57,8,60,7,5334,226,223,132,3118,Rawah,C7201,1
3159,45,14,42,0,3104,223,208,116,3140,Commanche,C7700,1
2709,22,20,30,15,1507,203,193,120,2713,Rawah,C7745,1
3004,159,14,30,-12,888,234,242,135,819,Commanche,C7202,1
2710,8,9,60,1,1262,210,223,150,1771,Commanche,C7102,0
2703,23,14,255,17,1624,211,209,131,1008,Rawah,C7745,1
3022,294,12,150,38,2609,186,237,191,912,Rawah,C7745,0
2915,335,18,30,9,641,176,213,175,1998,Commanche,C7700,0
3173,58,16,212,25,5523,230,206,104,2300,Rawah,C7745,1
2561,86,9,210,11,1468,234,225,122,4339,Rawah,C6731,1
3176,242,6,360,23,1597,209,245,173,218,Commanche,C7202,0
3084,108,4,150,7,2375,226,235,144,2103,Commanche,C7756,0
2749,111,11,450,125,1505,240,228,117,600,Rawah,C7202,1
2847,270,19,108,43,2070,166,243,214,1332,Commanche,C4758,1
2761,144,8,190,31,2569,232,239,138,2139,Commanche,C4704,4
3018,241,11,706,122,5909,199,249,187,5653,Rawah,C7745,1
3000,117,19,127,0,837,249,219,90,1379,Commanche,C7757,1
3198,347,5,210,-15,3086,210,231,160,1345,Rawah,C7745,1
3241,40,20,120,1,2550,218,193,103,1513,Commanche,C7700,0
2984,61,20,255,13,808,232,196,88,2190,Rawah,C7745,1
3218,0,12,912,100,2053,202,217,152,2274,Commanche,C8771,6
2742,331,27,192,79,2172,146,195,182,2493,Rawah,C7745,1
3233,166,8,400,42,5860,227,243,149,3141,Rawah,C7745,1
3296,101,17,488,31,765,246,215,92,5730,Neota,C8776,0
2828,83,8,108,-1,1952,231,227,128,2563,Commanche,C7702,1
2924,123,8,636,158,2467,234,234,132,560,Commanche,C7755,0
3358,162,22,90,19,1888,235,240,124,983,Commanche,C8772,6
2869,0,3,162,28,3034,215,234,156,2869,Rawah,C4744,1
3037,60,10,170,23,3065,228,219,123,1410,Commanche,C7756,1
3253,216,21,807,162,3962,193,254,190,872,Commanche,C7757,1
2774,114,18,150,-4,2022,248,219,92,1110,Commanche,C4703,1
2814,16,9,0,0,3626,212,222,146,6134,Rawah,C7102,1
3145,63,14,492,86,1740,232,211,108,3348,Commanche,C7700,0
2667,139,22,150,61,1155,246,227,98,2287,Rawah,C7746,1
2494,183,5,30,5,1154,221,243,157,1006,Commanche,C2705,2
2751,118,11,0,0,2352,239,230,119,1561,Rawah,C7102,1
2562,125,10,0,0,726,237,233,126,1170,Commanche,C2705,5
2693,116,14,361,93,1266,244,226,107,2447,Rawah,C7746,1
3294,196,21,323,92,2041,210,252,167,1357,Commanche,C7757,0
2298,271,17,210,36,234,173,243,208,365,Cache,C4703,2
3239,28,16,693,103,2244,212,204,124,2347,Commanche,C7700,0
2952,180,0,277,53,3245,219,238,157,1867,Rawah,C7745,1
3045,113,7,450,65,1436,233,233,132,2624,Rawah,C7745,1
3070,169,1,532,177,2172,220,239,156,1328,Commanche,C7757,1
3045,18,1,124,1,3005,218,236,156,391,Rawah,C7201,0
2804,95,11,150,21,1931,238,223,114,1924,Commanche,C7757,4
3080,133,19,150,2,730,246,227,101,1863,Rawah,C7745,0
2321,340,22,421,114,180,167,202,170,1583,Cache,C4703,2
2886,307,7,564,39,4117,201,236,175,5683,Rawah,C7745,0
3144,16,15,30,2,1616,206,208,137,552,Commanche,C7755,0
3313,315,15,607,85,1981,177,226,188,933,Commanche,C7755,0
2715,335,8,30,6,1860,202,230,166,4248,Rawah,C7202,1
3017,120,15,283,80,934,245,226,105,1034,Commanche,C7756,0
3358,204,10,0,0,2592,215,249,169,497,Commanche,C8703,6
2580,310,12,371,110,666,186,231,185,618,Commanche,C2703,1
3185,111,18,127,37,1353,248,218,92,2439,Rawah,C7746,1
3183,258,10,488,71,1398,197,246,188,2271,Commanche,C7756,1
3041,139,5,467,201,1124,228,238,144,524,Commanche,C4758,1
3324,77,23,95,54,5773,242,192,68,738,Rawah,C8771,0
2556,318,20,90,34,1018,164,218,192,510,Commanche,C7757,5
3221,40,8,379,18,1739,221,222,135,1296,Commanche,C7755,0
2800,16,16,60,12,2451,204,205,134,1585,Rawah,C7745,1
3224,18,1,277,41,2466,218,236,156,782,Commanche,C7756,0
3049,22,20,499,6,1092,204,194,121,1958,Commanche,C7700,0
2862,200,16,421,105,1374,212,252,170,1509,Commanche,C7757,1
3244,68,9,765,53,3818,229,223,126,2340,Rawah,C7202,0
2874,307,31,60,5,658,120,204,216,1666,Commanche,C7700,1
3293,328,11,67,5,3350,194,228,173,2455,Commanche,C7202,6
2922,21,18,234,18,1423,206,200,127,1608,Rawah,C7745,0
3170,167,12,277,29,277,230,244,145,2952,Commanche,C7755,1
3014,127,2,42,0,3042,223,237,150,1572,Commanche,C7202,0
2009,281,29,42,10,335,130,228,231,618,Cache,C4703,2
3166,263,14,330,19,2550,183,246,201,361,Commanche,C7202,0
2791,133,8,190,20,940,233,236,135,2497,Commanche,C4704,1
2298,352,5,0,0,127,211,231,158,277,Cache,C4704,2
3083,61,6,361,46,2783,225,227,136,1477,Commanche,C7756,1
3005,135,3,366,73,4738,224,238,149,1661,Rawah,C7745,1
2295,147,32,430,165,1252,243,218,78,731,Cache,C2704,3
2684,27,7,150,4,1595,217,224,143,1074,Rawah,C7745,1
2765,328,24,150,59,2888,154,203,185,1906,Rawah,C7745,1
2995,270,12,598,97,5820,188,244,195,5738,Rawah,C7745,1
2831,40,18,60,-19,150,218,197,107,1399,Rawah,C7745,0
3110,59,11,319,35,4547,228,217,120,3076,Rawah,C7745,0
3249,223,15,234,7,3209,199,253,188,1518,Commanche,C7202,0
2899,202,24,42,12,1624,200,253,175,1172,Commanche,C7757,1
2874,48,17,376,51,2647,224,202,106,3027,Rawah,C7745,1
2955,7,6,30,1,5285,213,229,153,2393,Rawah,C7202,0
3129,59,4,212,16,3582,223,231,143,3911,Rawah,C7745,0
3001,301,7,313,81,2255,201,237,176,2474,Commanche,C7756,1
2965,270,18,95,23,2732,170,243,211,1917,Commanche,C7201,0
3282,10,15,240,59,3151,202,208,141,3212,Commanche,C7700,1
2747,47,11,85,17,2413,224,217,126,2241,Commanche,C4704,2
3250,53,5,210,-1,6264,223,229,142,446,Rawah,C7202,0
2995,38,11,295,-5,4228,220,216,129,3583,Rawah,C7102,0
2922,273,9,0,0,1878,196,243,186,1253,Commanche,C7101,4
2627,98,28,42,3,2640,252,187,43,6660,Rawah,C7746,1
3367,353,17,379,84,3544,190,209,156,3336,Commanche,C8776,6
2529,38,6,216,16,1248,220,227,143,4231,Rawah,C6731,1
3008,25,10,0,0,6288,215,219,140,3218,Rawah,C7102,1
2425,148,14,313,84,841,238,238,128,1218,Commanche,C2703,2
2577,116,12,127,29,1050,241,228,115,361,Rawah,C7745,1
2620,145,22,67,21,1477,245,230,102,5144,Rawah,C7745,1
2988,135,1,417,62,4840,220,238,154,6295,Rawah,C4744,1
2950,355,48,234,88,2884,97,107,113,2550,Rawah,C7745,1
2993,349,14,108,34,351,193,215,161,566,Neota,C7201,1
2995,211,17,618,99,6032,204,254,181,6319,Rawah,C7745,1
2350,233,28,495,20,806,162,251,214,845,Cache,C2702,2
2721,128,8,30,3,2313,234,235,133,6946,Rawah,C7102,0
3408,95,11,595,175,2126,238,224,116,1516,Rawah,C8703,6
3077,357,13,693,161,4368,199,216,154,4000,Rawah,C7745,0
2690,24,12,42,-3,832,213,214,135,2042,Commanche,C7102,1
2109,293,34,153,56,443,109,211,232,591,Cache,C4703,2
2968,11,6,495,141,5032,214,228,151,5212,Rawah,C7102,0
2970,22,7,42,1,2525,216,225,146,1959,Commanche,C7201,0
3220,78,15,342,93,4052,238,211,99,3620,Rawah,C7201,0
2775,14,2,150,31,2568,217,235,155,6262,Rawah,C7745,1
2631,141,3,212,-8,966,225,238,149,706,Commanche,C2703,4
3213,40,18,150,23,5655,218,197,107,1339,Rawah,C7745,1
2746,24,35,170,39,1415,179,143,78,1495,Commanche,C7755,1
2042,336,38,390,191,360,112,161,171,960,Cache,C2706,5
2285,57,36,285,124,800,219,143,27,362,Cache,C4703,2
2909,233,2,319,32,4031,215,241,163,3588,Rawah,C4744,1
2779,236,38,192,124,1631,130,241,226,1445,Commanche,C2705,1
3410,54,7,685,131,1998,224,225,136,1717,Rawah,C8703,6
